"Customer","Sales Order ID","ShipDate","Product","Sales","Quantity"
"Henry, Madan","SO62167",2013-01-23,"Long-Sleeve Logo Jersey, M",49.99,1
"Zoe, Sanchez","SO62315",2013-01-25,"Long-Sleeve Logo Jersey, M",49.99,1
"Amy, Hu","SO62349",2013-01-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Joe, Gonzalez","SO62364",2013-01-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Micheal, Gill","SO62452",2013-01-27,"Long-Sleeve Logo Jersey, M",49.99,1
"Darren, Malhotra","SO62566",2013-01-29,"Long-Sleeve Logo Jersey, M",49.99,1
"Louis, Goel","SO62577",2013-01-29,"Long-Sleeve Logo Jersey, M",49.99,1
"Ashley, Ross","SO62598",2013-01-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Carson, Washington","SO62713",2013-02-01,"Long-Sleeve Logo Jersey, M",49.99,1
"Carlos, Scott","SO62763",2013-02-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Emma, Walker","SO62784",2013-02-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Hailey, Patterson","SO62875",2013-02-04,"Long-Sleeve Logo Jersey, M",49.99,1
"Marc, Ruiz","SO62920",2013-02-04,"Long-Sleeve Logo Jersey, M",49.99,1
"Ruth, Malhotra","SO62911",2013-02-04,"Long-Sleeve Logo Jersey, M",49.99,1
"Alexandra, Murphy","SO63056",2013-02-06,"Long-Sleeve Logo Jersey, M",49.99,1
"Connor, Scott","SO63082",2013-02-07,"Long-Sleeve Logo Jersey, M",49.99,1
"FIND/SVP","SO63149",2013-02-08,"Long-Sleeve Logo Jersey, M",29.99,1
"Age","SO63232",2013-02-08,"Long-Sleeve Logo Jersey, M",29.99,1
"Omar, Wang","SO63301",2013-02-08,"Long-Sleeve Logo Jersey, M",49.99,1
"Kristin, Yuan","SO63359",2013-02-08,"Long-Sleeve Logo Jersey, M",49.99,1
"Panasonic","SO63171",2013-02-08,"Long-Sleeve Logo Jersey, M",59.99,2
"Helfand Enterprises","SO63239",2013-02-08,"Long-Sleeve Logo Jersey, M",119.98,4
"Vector USA","SO63216",2013-02-08,"Long-Sleeve Logo Jersey, M",119.98,4
"Farmland Industries","SO63200",2013-02-08,"Long-Sleeve Logo Jersey, M",119.98,4
"UTStarGate","SO63133",2013-02-08,"Long-Sleeve Logo Jersey, M",119.98,4
"Caribian Specialties","SO63214",2013-02-08,"Long-Sleeve Logo Jersey, M",149.97,5
"Gebbie Press","SO63177",2013-02-08,"Long-Sleeve Logo Jersey, M",209.96,7
"YourFuture","SO63179",2013-02-08,"Long-Sleeve Logo Jersey, M",209.96,7
"Helios","SO63157",2013-02-08,"Long-Sleeve Logo Jersey, M",239.95,8
"iBEAM","SO63219",2013-02-08,"Long-Sleeve Logo Jersey, M",269.95,9
"Ferrari","SO63233",2013-02-08,"Long-Sleeve Logo Jersey, M",269.95,9
"PageWeavers","SO63141",2013-02-08,"Long-Sleeve Logo Jersey, M",299.94,10
"High  Logistics (HTL)","SO63223",2013-02-08,"Long-Sleeve Logo Jersey, M",299.94,10
"Kurt, Goel","SO63528",2013-02-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Eduardo, Hughes","SO63514",2013-02-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Jonathon, Carlson","SO63499",2013-02-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Jordan, Hill","SO63592",2013-02-12,"Long-Sleeve Logo Jersey, M",49.99,1
"Miguel, Foster","SO63641",2013-02-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Alexandra, Cooper","SO63714",2013-02-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Eduardo, Lee","SO63787",2013-02-15,"Long-Sleeve Logo Jersey, M",49.99,1
"Trevor, Harrison","SO63901",2013-02-17,"Long-Sleeve Logo Jersey, M",49.99,1
"Gregory, Ferrier","SO63966",2013-02-18,"Long-Sleeve Logo Jersey, M",49.99,1
"Alison, Nara","SO63991",2013-02-18,"Long-Sleeve Logo Jersey, M",49.99,1
"Kate, Andersen","SO64005",2013-02-19,"Long-Sleeve Logo Jersey, M",49.99,1
"Oscar, Bryant","SO64024",2013-02-19,"Long-Sleeve Logo Jersey, M",49.99,1
"Haley, Russell","SO64031",2013-02-19,"Long-Sleeve Logo Jersey, M",49.99,1
"Sydney, Cooper","SO64130",2013-02-21,"Long-Sleeve Logo Jersey, M",49.99,1
"Amber, Green","SO64213",2013-02-22,"Long-Sleeve Logo Jersey, M",49.99,1
"Shane, Kapoor","SO64248",2013-02-23,"Long-Sleeve Logo Jersey, M",49.99,1
"David, Thomas","SO64351",2013-02-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Taylor, Murphy","SO64372",2013-02-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Jason, Alexander","SO64314",2013-02-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Dwayne, Gomez","SO64502",2013-02-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Ruben, Gutierrez","SO64519",2013-02-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Brent, McDonald","SO64533",2013-02-27,"Long-Sleeve Logo Jersey, M",49.99,1
"Fernando, Perry","SO64571",2013-02-27,"Long-Sleeve Logo Jersey, M",49.99,1
"Lori, Gutierrez","SO64726",2013-03-01,"Long-Sleeve Logo Jersey, M",49.99,1
"Carolyn, Lopez","SO64762",2013-03-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Barbara, Xie","SO64770",2013-03-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Logan, Carter","SO64804",2013-03-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Oscar, Price","SO64972",2013-03-06,"Long-Sleeve Logo Jersey, M",49.99,1
"Johnny, Chander","SO64991",2013-03-06,"Long-Sleeve Logo Jersey, M",49.99,1
"Jasmine, Powell","SO65102",2013-03-08,"Long-Sleeve Logo Jersey, M",49.99,1
"Devin, Wilson","SO65126",2013-03-08,"Long-Sleeve Logo Jersey, M",49.99,1
"P.C'S","SO65163",2013-03-09,"Long-Sleeve Logo Jersey, M",29.99,1
"activeDesign","SO65158",2013-03-09,"Long-Sleeve Logo Jersey, M",29.99,1
"Nicole, Flores","SO65392",2013-03-09,"Long-Sleeve Logo Jersey, M",49.99,1
"Échange CAC Exchange","SO65310",2013-03-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Xyratex","SO65164",2013-03-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Acara","SO65238",2013-03-09,"Long-Sleeve Logo Jersey, M",89.98,3
"AC&E","SO65236",2013-03-09,"Long-Sleeve Logo Jersey, M",119.98,4
"U.S. West","SO65226",2013-03-09,"Long-Sleeve Logo Jersey, M",119.98,4
"CAF Systemhaus","SO65207",2013-03-09,"Long-Sleeve Logo Jersey, M",119.98,4
"A2Z Solutions","SO65174",2013-03-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Helius","SO65160",2013-03-09,"Long-Sleeve Logo Jersey, M",149.97,5
"FiberPlex","SO65210",2013-03-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Sun Microsystems","SO65177",2013-03-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Venable","SO65189",2013-03-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Alexa, Murphy","SO65443",2013-03-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Gabriel, Hall","SO65413",2013-03-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Jan, Hall","SO65477",2013-03-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Derrick, Dominguez","SO65464",2013-03-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Lauren, Jackson","SO65468",2013-03-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Kyle, Russell","SO65564",2013-03-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Veronica, Vance","SO65623",2013-03-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Clarence, Kumar","SO65608",2013-03-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Alexis, Russell","SO65632",2013-03-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Charles, Reed","SO65666",2013-03-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Charles, Walker","SO65699",2013-03-15,"Long-Sleeve Logo Jersey, M",49.99,1
"Carly, Andersen","SO65719",2013-03-15,"Long-Sleeve Logo Jersey, M",49.99,1
"Jenna, Scott","SO65722",2013-03-15,"Long-Sleeve Logo Jersey, M",49.99,1
"Alyssa, Wilson","SO65771",2013-03-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Franklin, Ye","SO65753",2013-03-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Carlos, Bailey","SO65764",2013-03-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Raul, Chander","SO65747",2013-03-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Rakesh, Tangirala","SO65763",2013-03-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Alyssa, Ramirez","SO65864",2013-03-17,"Long-Sleeve Logo Jersey, M",49.99,1
"Alison, Kumar","SO65855",2013-03-17,"Long-Sleeve Logo Jersey, M",49.99,1
"Ana, Perry","SO65882",2013-03-18,"Long-Sleeve Logo Jersey, M",49.99,1
"Darren, Sanchez","SO65927",2013-03-18,"Long-Sleeve Logo Jersey, M",49.99,1
"Emmanuel, Perez","SO65890",2013-03-18,"Long-Sleeve Logo Jersey, M",49.99,1
"Dominique, Prasad","SO66005",2013-03-19,"Long-Sleeve Logo Jersey, M",49.99,1
"Shannon, Dominguez","SO66149",2013-03-21,"Long-Sleeve Logo Jersey, M",49.99,1
"Ricky, Carlson","SO66098",2013-03-21,"Long-Sleeve Logo Jersey, M",49.99,1
"Tanya, Moreno","SO66325",2013-03-25,"Long-Sleeve Logo Jersey, M",49.99,1
"Cedric, Tang","SO66347",2013-03-25,"Long-Sleeve Logo Jersey, M",49.99,1
"Jessica, Diaz","SO66693",2013-03-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Martin, Rana","SO66694",2013-03-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Mandy, Zheng","SO66679",2013-03-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Maria, Gonzalez","SO66721",2013-03-31,"Long-Sleeve Logo Jersey, M",49.99,1
"Dylan, Anderson","SO66849",2013-04-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Meredith, Dominguez","SO66943",2013-04-04,"Long-Sleeve Logo Jersey, M",49.99,1
"Maria, Diaz","SO67068",2013-04-05,"Long-Sleeve Logo Jersey, M",49.99,1
"Nicholas, Martinez","SO67042",2013-04-05,"Long-Sleeve Logo Jersey, M",49.99,1
"Bonnie, Shan","SO67126",2013-04-06,"Long-Sleeve Logo Jersey, M",49.99,1
"Noah, Smith","SO67224",2013-04-08,"Long-Sleeve Logo Jersey, M",49.99,1
"Carrie, Alonso","SO67215",2013-04-08,"Long-Sleeve Logo Jersey, M",49.99,1
"Garbee and Garbee","SO67266",2013-04-09,"Long-Sleeve Logo Jersey, M",29.99,1
"XVT","SO67270",2013-04-09,"Long-Sleeve Logo Jersey, M",29.99,1
"E Corp.","SO67280",2013-04-09,"Long-Sleeve Logo Jersey, M",29.99,1
"Kaylee, Mitchell","SO67378",2013-04-09,"Long-Sleeve Logo Jersey, M",49.99,1
"Cara, Sun","SO67356",2013-04-09,"Long-Sleeve Logo Jersey, M",49.99,1
"Edwin, Lal","SO67407",2013-04-09,"Long-Sleeve Logo Jersey, M",49.99,1
"C. Hoelzle Associates","SO67322",2013-04-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Bibb Manufacturing Company","SO67289",2013-04-09,"Long-Sleeve Logo Jersey, M",59.99,2
"T3West","SO67339",2013-04-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Karsing","SO67276",2013-04-09,"Long-Sleeve Logo Jersey, M",89.98,3
"eDistrict","SO67316",2013-04-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Bechtel Corporation","SO67344",2013-04-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Razorfish","SO67305",2013-04-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Towmotor Corporation","SO67260",2013-04-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Elucidex","SO67294",2013-04-09,"Long-Sleeve Logo Jersey, M",119.98,4
"iLanguage","SO67314",2013-04-09,"Long-Sleeve Logo Jersey, M",119.98,4
"MATRIX","SO67327",2013-04-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Best Way! Imaging","SO67278",2013-04-09,"Long-Sleeve Logo Jersey, M",149.97,5
"Central Soya Company","SO67324",2013-04-09,"Long-Sleeve Logo Jersey, M",149.97,5
"Iconation","SO67343",2013-04-09,"Long-Sleeve Logo Jersey, M",149.97,5
"Acsior","SO67261",2013-04-09,"Long-Sleeve Logo Jersey, M",179.96,6
"SASCO PC Products","SO67273",2013-04-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Idyllwild","SO67347",2013-04-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Reflex Presentations","SO67349",2013-04-09,"Long-Sleeve Logo Jersey, M",209.96,7
"Filene’s","SO67325",2013-04-09,"Long-Sleeve Logo Jersey, M",209.96,7
"Quantum Leap  Solutions","SO67277",2013-04-09,"Long-Sleeve Logo Jersey, M",209.96,7
"Trust Company of Georgia","SO67287",2013-04-09,"Long-Sleeve Logo Jersey, M",239.95,8
"R2J2","SO67271",2013-04-09,"Long-Sleeve Logo Jersey, M",239.95,8
"GammaGraphX (GGX)","SO67268",2013-04-09,"Long-Sleeve Logo Jersey, M",269.95,9
"Austin, Hayes","SO67470",2013-04-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Jason, Griffin","SO67508",2013-04-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Jessica, Powell","SO67499",2013-04-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Lori, Serrano","SO67494",2013-04-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Madison, Moore","SO67666",2013-04-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Jenny, Lu","SO67657",2013-04-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Elizabeth, Hall","SO67712",2013-04-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Ana, Bradley","SO67751",2013-04-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Michele, Alvarez","SO67784",2013-04-15,"Long-Sleeve Logo Jersey, M",49.99,1
"Cassidy, Patterson","SO67835",2013-04-15,"Long-Sleeve Logo Jersey, M",49.99,1
"Isabella, Young","SO67840",2013-04-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Cassidy, Hughes","SO67878",2013-04-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Colleen, Gao","SO67874",2013-04-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Deanna, Sai","SO67853",2013-04-16,"Long-Sleeve Logo Jersey, M",49.99,1
"Marcus, Simmons","SO67952",2013-04-17,"Long-Sleeve Logo Jersey, M",49.99,1
"Nuan, Zheng","SO68126",2013-04-20,"Long-Sleeve Logo Jersey, M",49.99,1
"Clayton, Li","SO68098",2013-04-20,"Long-Sleeve Logo Jersey, M",49.99,1
"Eugene, Liang","SO68158",2013-04-21,"Long-Sleeve Logo Jersey, M",49.99,1
"Carla, Chapman","SO68246",2013-04-22,"Long-Sleeve Logo Jersey, M",49.99,1
"Austin, Henderson","SO68224",2013-04-22,"Long-Sleeve Logo Jersey, M",49.99,1
"Melissa, Barnes","SO68318",2013-04-23,"Long-Sleeve Logo Jersey, M",49.99,1
"Sheila, Torres","SO68315",2013-04-23,"Long-Sleeve Logo Jersey, M",49.99,1
"Joe, Ashe","SO68393",2013-04-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Kayla, Bennett","SO68362",2013-04-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Rodney, Torres","SO68398",2013-04-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Trinity, Brooks","SO68424",2013-04-25,"Long-Sleeve Logo Jersey, M",49.99,1
"Nicole, Lee","SO68460",2013-04-25,"Long-Sleeve Logo Jersey, M",49.99,1
"Henry, Fernandez","SO68483",2013-04-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Michelle, Bailey","SO68530",2013-04-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Barry, Rodriguez","SO68656",2013-04-28,"Long-Sleeve Logo Jersey, M",49.99,1
"Marie, Rodriguez","SO68747",2013-04-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Mayra, Sai","SO68772",2013-04-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Kelli, Luo","SO68769",2013-04-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Fernando, Collins","SO68826",2013-05-01,"Long-Sleeve Logo Jersey, M",49.99,1
"Kristy, Gutierrez","SO68948",2013-05-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Jesse, Gray","SO68993",2013-05-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Jared, Torres","SO69105",2013-05-05,"Long-Sleeve Logo Jersey, M",49.99,1
"Cory, Weber","SO69170",2013-05-06,"Long-Sleeve Logo Jersey, M",49.99,1
"Natalie, Weisman","SO69271",2013-05-07,"Long-Sleeve Logo Jersey, M",49.99,1
"Amanda, Turner","SO69303",2013-05-07,"Long-Sleeve Logo Jersey, M",49.99,1
"Caribian Specialties","SO69444",2013-05-09,"Long-Sleeve Logo Jersey, M",29.99,1
"Brianna, Jones","SO69644",2013-05-09,"Long-Sleeve Logo Jersey, M",49.99,1
"J.A. Bauer Pottery Company","SO69413",2013-05-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Rdlabs","SO69503",2013-05-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Panasonic","SO69454",2013-05-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Onestar","SO69532",2013-05-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Abbotsbury","SO69545",2013-05-09,"Long-Sleeve Logo Jersey, M",59.99,2
"H.H. Robertson Company","SO69398",2013-05-09,"Long-Sleeve Logo Jersey, M",89.98,3
"We Find It 4 U","SO69561",2013-05-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Gebbie Press","SO69540",2013-05-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Dan River Mills, Inc.","SO69528",2013-05-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Del Monte Corporation","SO69456",2013-05-09,"Long-Sleeve Logo Jersey, M",119.98,4
"UTStarGate","SO69475",2013-05-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Farmland Industries","SO69442",2013-05-09,"Long-Sleeve Logo Jersey, M",149.97,5
"Ferrari","SO69511",2013-05-09,"Long-Sleeve Logo Jersey, M",149.97,5
"KentISP","SO69406",2013-05-09,"Long-Sleeve Logo Jersey, M",149.97,5
"YourFuture","SO69464",2013-05-09,"Long-Sleeve Logo Jersey, M",149.97,5
"PageWeavers","SO69401",2013-05-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Helfand Enterprises","SO69522",2013-05-09,"Long-Sleeve Logo Jersey, M",179.96,6
"R&R Group","SO69479",2013-05-09,"Long-Sleeve Logo Jersey, M",179.96,6
"High  Logistics (HTL)","SO69426",2013-05-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Helios","SO69422",2013-05-09,"Long-Sleeve Logo Jersey, M",179.96,6
"iBEAM","SO69526",2013-05-09,"Long-Sleeve Logo Jersey, M",209.96,7
"Litton","SO69478",2013-05-09,"Long-Sleeve Logo Jersey, M",209.96,7
"Vector USA","SO69437",2013-05-09,"Long-Sleeve Logo Jersey, M",239.95,8
"LiveWire BBS and   Favourite Links","SO69465",2013-05-09,"Long-Sleeve Logo Jersey, M",299.94,10
"Katherine, Ross","SO69682",2013-05-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Franklin, Xu","SO69770",2013-05-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Morgan, Torres","SO69745",2013-05-11,"Long-Sleeve Logo Jersey, M",49.99,1
"Craig, Gutierrez","SO69802",2013-05-12,"Long-Sleeve Logo Jersey, M",49.99,1
"Brenda, Rana","SO69828",2013-05-12,"Long-Sleeve Logo Jersey, M",49.99,1
"Carmen, Sara","SO69871",2013-05-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Audrey, Moreno","SO70027",2013-05-15,"Long-Sleeve Logo Jersey, M",49.99,1
"Aaron, Yang","SO70188",2013-05-17,"Long-Sleeve Logo Jersey, M",49.99,1
"Hailey, Coleman","SO70334",2013-05-19,"Long-Sleeve Logo Jersey, M",49.99,1
"Angela, Russell","SO70378",2013-05-20,"Long-Sleeve Logo Jersey, M",49.99,1
"Gabrielle, Butler","SO70426",2013-05-20,"Long-Sleeve Logo Jersey, M",49.99,1
"Jacqueline, Alexander","SO70423",2013-05-20,"Long-Sleeve Logo Jersey, M",49.99,1
"Dylan, Lal","SO70453",2013-05-21,"Long-Sleeve Logo Jersey, M",49.99,1
"Alexander, Brown","SO70541",2013-05-22,"Long-Sleeve Logo Jersey, M",49.99,1
"Gabriel, Evans","SO70549",2013-05-22,"Long-Sleeve Logo Jersey, M",49.99,1
"Albert, Jiménez","SO70710",2013-05-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Jaime, Rubio","SO70709",2013-05-24,"Long-Sleeve Logo Jersey, M",49.99,1
"Tristan, Henderson","SO70847",2013-05-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Alyssa, Cook","SO70865",2013-05-26,"Long-Sleeve Logo Jersey, M",49.99,1
"Rachael, Prasad","SO70884",2013-05-27,"Long-Sleeve Logo Jersey, M",49.99,1
"Aaron, Collins","SO70925",2013-05-27,"Long-Sleeve Logo Jersey, M",49.99,1
"Dennis, Li","SO70967",2013-05-28,"Long-Sleeve Logo Jersey, M",49.99,1
"Noah, Lewis","SO71046",2013-05-29,"Long-Sleeve Logo Jersey, M",49.99,1
"Lee, Suarez","SO71032",2013-05-29,"Long-Sleeve Logo Jersey, M",49.99,1
"Hannah, Powell","SO71115",2013-05-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Kari, Navarro","SO71136",2013-05-30,"Long-Sleeve Logo Jersey, M",49.99,1
"Mario, Ashe","SO71183",2013-05-31,"Long-Sleeve Logo Jersey, M",49.99,1
"Andrea, Wright","SO71169",2013-05-31,"Long-Sleeve Logo Jersey, M",49.99,1
"Colleen, Nara","SO71227",2013-06-01,"Long-Sleeve Logo Jersey, M",49.99,1
"Hunter, Williams","SO71326",2013-06-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Sydney, Phillips","SO71336",2013-06-02,"Long-Sleeve Logo Jersey, M",49.99,1
"Evan, James","SO71358",2013-06-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Jessica, Martin","SO71365",2013-06-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Sergio, Lopez","SO71357",2013-06-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Rosa, Wu","SO71364",2013-06-03,"Long-Sleeve Logo Jersey, M",49.99,1
"James, Young","SO71374",2013-06-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Dana, Torres","SO71395",2013-06-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Marie, Carlson","SO71425",2013-06-03,"Long-Sleeve Logo Jersey, M",49.99,1
"Gabriella, Peterson","SO71482",2013-06-04,"Long-Sleeve Logo Jersey, M",49.99,1
"Nelson, Serrano","SO71427",2013-06-04,"Long-Sleeve Logo Jersey, M",49.99,1
"Michael, Miller","SO71506",2013-06-05,"Long-Sleeve Logo Jersey, M",49.99,1
"Christy, Shan","SO71504",2013-06-05,"Long-Sleeve Logo Jersey, M",49.99,1
"Heidi, Srini","SO71553",2013-06-05,"Long-Sleeve Logo Jersey, M",49.99,1
"Frank, Dominguez","SO71586",2013-06-06,"Long-Sleeve Logo Jersey, M",49.99,1
"Katherine, Taylor","SO71621",2013-06-06,"Long-Sleeve Logo Jersey, M",49.99,1
"Faith, Reed","SO71636",2013-06-07,"Long-Sleeve Logo Jersey, M",49.99,1
"Sun Microsystems","SO71797",2013-06-09,"Long-Sleeve Logo Jersey, M",29.99,1
"PADL","SO71819",2013-06-09,"Long-Sleeve Logo Jersey, M",29.99,1
"Panix","SO71836",2013-06-09,"Long-Sleeve Logo Jersey, M",29.99,1
"Koppers Company, Inc.","SO71803",2013-06-09,"Long-Sleeve Logo Jersey, M",29.99,1
"Megan, Reed","SO71990",2013-06-09,"Long-Sleeve Logo Jersey, M",49.99,1
"Adam, Long","SO71987",2013-06-09,"Long-Sleeve Logo Jersey, M",49.99,1
"T.F.C.","SO71938",2013-06-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Ace Equipment","SO71899",2013-06-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Kensington  Group","SO71892",2013-06-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Today","SO71822",2013-06-09,"Long-Sleeve Logo Jersey, M",59.99,2
"Échange CAC Exchange","SO71889",2013-06-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Boston and Albany Railroad Company","SO71902",2013-06-09,"Long-Sleeve Logo Jersey, M",89.98,3
"Home Pages","SO71782",2013-06-09,"Long-Sleeve Logo Jersey, M",89.98,3
"FiberPlex","SO71844",2013-06-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Filetron","SO71947",2013-06-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Acara","SO71830",2013-06-09,"Long-Sleeve Logo Jersey, M",119.98,4
"Teca-Print","SO71837",2013-06-09,"Long-Sleeve Logo Jersey, M",119.98,4
"A2Z Solutions","SO71794",2013-06-09,"Long-Sleeve Logo Jersey, M",119.98,4
"ValiCert","SO71795",2013-06-09,"Long-Sleeve Logo Jersey, M",119.98,4
"AC&E","SO71949",2013-06-09,"Long-Sleeve Logo Jersey, M",149.97,5
"Big Picture Technologies","SO71826",2013-06-09,"Long-Sleeve Logo Jersey, M",149.97,5
"U.S. West","SO71801",2013-06-09,"Long-Sleeve Logo Jersey, M",149.97,5
"Target Marketing","SO71894",2013-06-09,"Long-Sleeve Logo Jersey, M",149.97,5
"Helius","SO71783",2013-06-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Xyratex","SO71851",2013-06-09,"Long-Sleeve Logo Jersey, M",179.96,6
"CAF Systemhaus","SO71839",2013-06-09,"Long-Sleeve Logo Jersey, M",179.96,6
"Venable","SO71808",2013-06-09,"Long-Sleeve Logo Jersey, M",209.96,7
"activeDesign","SO71784",2013-06-09,"Long-Sleeve Logo Jersey, M",269.95,9
"High Country Access","SO71805",2013-06-09,"Long-Sleeve Logo Jersey, M",312.56,11
"Eduardo, Martin","SO72051",2013-06-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Katherine, Allen","SO72022",2013-06-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Jessica, Anderson","SO72019",2013-06-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Cassidy, Butler","SO72026",2013-06-10,"Long-Sleeve Logo Jersey, M",49.99,1
"Jaime, Suarez","SO72072",2013-06-11,"Long-Sleeve Logo Jersey, M",49.99,1
"José, Hernandez","SO72186",2013-06-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Jason, Kumar","SO72217",2013-06-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Faith, Flores","SO72240",2013-06-13,"Long-Sleeve Logo Jersey, M",49.99,1
"Cory, Martinez","SO72279",2013-06-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Chloe, Watson","SO72349",2013-06-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Carl, Nath","SO72341",2013-06-14,"Long-Sleeve Logo Jersey, M",49.99,1
"Bailey, Wright","SO72436",2013-06-15,"Long-Sleeve Logo Jersey, M",49.99,1
